id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
8252355,2010-07-13 15:22:00,343,2410,38.56,Swipe Transaction,49622,Manteca,CA,95337.0,5912,
8253929,2010-07-14 06:12:00,1799,5909,1.78,Swipe Transaction,14528,Seattle,WA,98102.0,5499,
8255569,2010-07-14 12:02:00,190,2088,9.37,Swipe Transaction,2703,Skokie,IL,60077.0,5814,
8257159,2010-07-14 18:18:00,1699,2204,75.00,Swipe Transaction,30286,San Jose,CA,95136.0,4814,
8258765,2010-07-15 08:38:00,1428,5116,4.89,Swipe Transaction,96971,Lebanon,MO,65536.0,5812,
8260417,2010-07-15 14:01:00,571,5960,16.46,Swipe Transaction,28395,Martinsburg,WV,25401.0,5541,
8261998,2010-07-15 22:27:00,1783,4112,59.02,Swipe Transaction,50867,Oakland,CA,94606.0,5541,
8263574,2010-07-16 11:24:00,100,2571,11.87,Swipe Transaction,12014,High Point,NC,27265.0,5814,
8265214,2010-07-16 18:24:00,1135,3081,7.65,Online Transaction,18563,ONLINE,,,4121,
8266789,2010-07-17 08:59:00,705,5359,36.92,Swipe Transaction,71667,Walnut Creek,CA,94598.0,7538,
8268390,2010-07-17 15:02:00,914,2859,46.16,Online Transaction,80770,ONLINE,,,7922,
8269934,2010-07-18 02:09:00,1425,3835,11.59,Online Transaction,39021,ONLINE,,,4784,
8271553,2010-07-18 11:11:00,1412,3067,62.61,Swipe Transaction,39637,Bowling Green,KY,42103.0,5411,
8273155,2010-07-18 17:11:00,1920,3415,16.88,Swipe Transaction,72351,Saint Joseph,MN,56374.0,5541,
8274701,2010-07-19 07:49:00,1072,201,3.08,Swipe Transaction,98374,Orlando,FL,32811.0,5411,
8276328,2010-07-19 13:32:00,1027,5543,-53.00,Swipe Transaction,61195,Olathe,KS,66062.0,5541,
8277927,2010-07-19 21:43:00,762,1080,76.20,Online Transaction,17976,ONLINE,,,4900,
8279488,2010-07-20 09:54:00,247,2137,98.93,Swipe Transaction,22204,Lake Charles,LA,70605.0,5541,
8281092,2010-07-20 15:29:00,614,2953,13.27,Swipe Transaction,59397,Concord,NC,28025.0,5812,
8282691,2010-07-21 06:10:00,329,3069,53.26,Swipe Transaction,43293,Fillmore,CA,93015.0,5499,
8284293,2010-07-21 11:38:00,467,4278,11.12,Swipe Transaction,22938,Chattanooga,TN,37415.0,5812,
8285851,2010-07-21 17:17:00,1006,4723,28.73,Swipe Transaction,33039,Hobart,IN,46342.0,7832,
8287446,2010-07-22 07:46:00,46,1167,100.00,Swipe Transaction,59935,Howard Beach,NY,11414.0,5499,
8289037,2010-07-22 12:55:00,1285,3216,151.91,Swipe Transaction,49454,Annandale,VA,22003.0,4900,
8290619,2010-07-22 20:01:00,992,5007,53.88,Swipe Transaction,44578,Chesterfield,VA,23832.0,5812,
8292176,2010-07-23 09:48:00,1391,5129,9.20,Swipe Transaction,83229,Orlando,FL,32804.0,5411,
8293799,2010-07-23 16:14:00,604,4280,19.48,Online Transaction,39021,ONLINE,,,4784,
8295376,2010-07-24 07:21:00,373,2817,17.59,Swipe Transaction,60569,Lawrenceburg,IN,47025.0,5300,
8296994,2010-07-24 13:49:00,764,3727,41.56,Swipe Transaction,10622,Warner Robins,GA,31088.0,5912,
8298593,2010-07-24 21:44:00,469,2619,8.99,Swipe Transaction,61195,Placentia,CA,92870.0,5541,
8300173,2010-07-25 09:34:00,1962,2594,0.50,Swipe Transaction,50783,Lyons,IL,60534.0,5411,
8301771,2010-07-25 15:06:00,254,1247,17.44,Online Transaction,88459,ONLINE,,,5311,
8303380,2010-07-26 06:09:00,190,2496,123.01,Swipe Transaction,3997,Spring Grove,IL,60081.0,4111,
8304980,2010-07-26 11:40:00,1725,2238,40.30,Swipe Transaction,49010,Henrico,VA,23228.0,5912,
8306559,2010-07-26 17:43:00,1461,2886,15.31,Swipe Transaction,39800,Brunswick,OH,44212.0,5411,
8308145,2010-07-27 08:28:00,667,1194,4.02,Swipe Transaction,98648,Durham,NC,27713.0,5814,
8309764,2010-07-27 14:12:00,986,4755,1.11,Swipe Transaction,14528,Garden City,NY,11530.0,5499,
8311371,2010-07-27 23:34:00,1605,1133,9.77,Online Transaction,47399,ONLINE,,,5815,
8312996,2010-07-28 10:54:00,391,4936,14.40,Swipe Transaction,83271,North Myrtle Beach,SC,29582.0,4214,
8314586,2010-07-28 16:28:00,1856,257,4.86,Swipe Transaction,54234,Fayetteville,NC,28312.0,7230,
8316178,2010-07-29 07:31:00,909,3719,19.53,Swipe Transaction,59935,Olympia,WA,98516.0,5499,
8317781,2010-07-29 12:50:00,1261,4121,15.91,Swipe Transaction,59397,Portland,OR,97212.0,5812,
8319391,2010-07-29 20:07:00,145,5521,2.27,Swipe Transaction,43293,Briceville,TN,37710.0,5499,
8321001,2010-07-30 10:29:00,776,5859,80.10,Online Transaction,9932,ONLINE,,,5311,
8322612,2010-07-30 16:34:00,1973,2180,43.00,Swipe Transaction,75013,Trenton,GA,30752.0,5411,
8324224,2010-07-31 07:51:00,1712,3711,51.73,Swipe Transaction,27858,Dallas,TX,75238.0,5193,
8325882,2010-07-31 14:18:00,1888,1169,76.49,Swipe Transaction,59935,San Francisco,CA,94164.0,5499,
8327467,2010-07-31 22:30:00,1243,3047,36.28,Swipe Transaction,44685,Harrisburg,PA,17113.0,4900,
8329093,2010-08-01 10:11:00,1228,4332,51.44,Swipe Transaction,59935,Austin,TX,78705.0,5499,
8330675,2010-08-01 15:37:00,1479,1139,44.56,Online Transaction,59350,ONLINE,,,7922,
8332265,2010-08-02 06:22:00,1121,5817,92.14,Swipe Transaction,98374,Charleston,SC,29492.0,5411,
8333881,2010-08-02 11:50:00,1144,5153,31.33,Swipe Transaction,13646,Houston,TX,77088.0,7538,
8335504,2010-08-02 18:41:00,678,3040,11.31,Swipe Transaction,16701,Buffalo,NY,14215.0,5411,
8337088,2010-08-03 08:31:00,1379,2604,118.28,Swipe Transaction,40096,Warsaw,IN,46581.0,4111,
8338711,2010-08-03 13:49:00,1076,1021,27.57,Online Transaction,39021,ONLINE,,,4784,
8340299,2010-08-03 22:29:00,1378,4227,36.75,Swipe Transaction,50783,Seymour,WI,54165.0,5411,
8341879,2010-08-04 10:05:00,721,3361,1.36,Swipe Transaction,86438,Miami,FL,33176.0,5499,
8343471,2010-08-04 15:15:00,1393,3018,40.61,Swipe Transaction,10542,New London,MO,63459.0,7538,Bad PIN
8345021,2010-08-05 05:50:00,1456,2211,39.80,Swipe Transaction,20519,Picayune,MS,39466.0,5942,
8346650,2010-08-05 11:26:00,1063,2015,10.82,Swipe Transaction,69972,Rock City,IL,61070.0,5814,
8348237,2010-08-05 16:47:00,428,3842,165.88,Swipe Transaction,30149,Manchester,NH,3104.0,4900,
8349826,2010-08-06 07:56:00,772,3678,6.58,Swipe Transaction,94443,Gresham,OR,97080.0,5411,
8351446,2010-08-06 14:37:00,2,2576,10.33,Swipe Transaction,83480,Bronx,NY,10460.0,9402,
8353013,2010-08-07 00:54:00,1963,3364,51.07,Swipe Transaction,88646,Vacaville,CA,95688.0,5812,
8354620,2010-08-07 12:05:00,1141,3817,91.00,Swipe Transaction,43293,El Dorado Hills,CA,95762.0,5499,
8356230,2010-08-07 18:48:00,1141,237,46.39,Swipe Transaction,52923,El Dorado Hills,CA,95762.0,3504,
8357778,2010-08-08 08:28:00,1127,4605,25.52,Swipe Transaction,68438,Naples,FL,34104.0,5411,
8359424,2010-08-08 13:57:00,332,1198,9.33,Swipe Transaction,83665,Shelbyville,IN,46176.0,7542,
8360997,2010-08-08 22:32:00,1433,5841,51.27,Swipe Transaction,96405,Mobile,AL,36695.0,5812,
8362589,2010-08-09 10:14:00,430,150,24.37,Swipe Transaction,81833,Crown Point,IN,46307.0,5912,
8364207,2010-08-09 15:40:00,1302,5464,57.28,Swipe Transaction,60569,Etowah,NC,28729.0,5300,
8365760,2010-08-10 06:22:00,1445,2899,1.30,Swipe Transaction,8729,Claypool,IN,46510.0,5812,
8367360,2010-08-10 11:55:00,1610,5879,1.00,Swipe Transaction,14528,Meridian,MS,39301.0,5499,
8368962,2010-08-10 18:18:00,94,2890,23.59,Online Transaction,39021,ONLINE,,,4784,
8370523,2010-08-11 08:20:00,1642,4281,55.27,Swipe Transaction,21420,Columbus,OH,43227.0,7922,
8372127,2010-08-11 13:33:00,425,3931,94.00,Swipe Transaction,22204,Carmel,CA,93923.0,5541,
8373706,2010-08-11 21:38:00,1543,4687,12.06,Online Transaction,15143,ONLINE,,,4784,
8375281,2010-08-12 10:10:00,747,2549,6.82,Swipe Transaction,94790,New Marshfield,OH,45766.0,5921,
8376879,2010-08-12 15:44:00,719,5518,40.72,Swipe Transaction,20561,Rockford,IL,61108.0,5912,
8378456,2010-08-13 06:47:00,380,5838,1.95,Swipe Transaction,14528,Des Moines,IA,50313.0,5499,
8380071,2010-08-13 13:24:00,137,5442,188.00,Swipe Transaction,39991,Lincoln Park,MI,48146.0,3771,
8381692,2010-08-13 22:01:00,473,5099,9.08,Swipe Transaction,75781,Detroit,MI,48235.0,5411,
8383276,2010-08-14 11:14:00,655,2133,3.32,Swipe Transaction,83480,Lorain,OH,44052.0,9402,
8384902,2010-08-14 17:14:00,990,5038,43.05,Swipe Transaction,44578,Gheens,LA,70355.0,5812,Insufficient Balance
8386463,2010-08-15 07:34:00,1727,3766,14.47,Online Transaction,18563,ONLINE,,,4121,
8388092,2010-08-15 13:06:00,327,5512,7.91,Swipe Transaction,28395,Saint Johnsbury,VT,5819.0,5541,
8389718,2010-08-15 20:36:00,526,2091,69.00,Swipe Transaction,22204,Miami,FL,33134.0,5541,
8391312,2010-08-16 09:25:00,1305,2229,13.00,Swipe Transaction,61195,Monterey Park,CA,91755.0,5541,
8392913,2010-08-16 14:45:00,213,2136,673.59,Swipe Transaction,29742,Dallas,TX,75225.0,3256,
8394492,2010-08-17 00:41:00,1194,4614,81.00,Swipe Transaction,50867,Chattanooga,TN,37416.0,5541,
8396097,2010-08-17 11:03:00,1936,2264,10.31,Online Transaction,18563,ONLINE,,,4121,
8397683,2010-08-17 16:20:00,662,2638,16.92,Swipe Transaction,13523,Hesston,PA,16647.0,5310,
8399274,2010-08-18 07:15:00,1622,2877,8.74,Swipe Transaction,22204,Dedham,MA,2026.0,5541,
8400916,2010-08-18 12:42:00,1261,4121,14.53,Swipe Transaction,69972,Portland,OR,97212.0,5814,
8402533,2010-08-18 20:01:00,918,2175,27.56,Swipe Transaction,86410,Connellsville,PA,15425.0,5211,
8404090,2010-08-19 08:56:00,133,4683,21.86,Swipe Transaction,89263,Marietta,GA,30067.0,5411,
8405748,2010-08-19 14:28:00,1941,2030,-96.00,Swipe Transaction,26810,Campbell,TX,75422.0,5541,
8407355,2010-08-20 01:12:00,989,2938,361.24,Online Transaction,50292,ONLINE,,,7801,
8408946,2010-08-20 11:53:00,619,3348,17.70,Swipe Transaction,9875,Rochester,MN,55901.0,7542,
8410564,2010-08-20 18:55:00,1964,5898,157.03,Online Transaction,17976,ONLINE,,,4900,
8412164,2010-08-21 09:23:00,714,2958,3.67,Swipe Transaction,98648,Arlington,VA,22201.0,5814,
8413778,2010-08-21 15:25:00,120,5813,18.83,Swipe Transaction,83480,Franklin,WI,53132.0,9402,
8415393,2010-08-22 04:46:00,1073,2547,31.80,Swipe Transaction,82981,Tippecanoe,IN,46570.0,5912,
8416996,2010-08-22 11:25:00,1488,1098,2.04,Swipe Transaction,86438,Eastlake,OH,44095.0,5499,
8418600,2010-08-22 16:57:00,1326,5561,187.43,Swipe Transaction,22204,Somerset,NJ,8873.0,5541,
8420199,2010-08-23 07:51:00,1941,2940,20.57,Swipe Transaction,20519,Clarksville,TX,75426.0,5942,
8421793,2010-08-23 13:19:00,112,4339,1.17,Swipe Transaction,86438,Carthage,NY,13619.0,5499,
8423381,2010-08-23 21:06:00,650,3669,10.31,Swipe Transaction,98648,Fort Worth,TX,76107.0,5814,
8424964,2010-08-24 10:03:00,1497,3655,60.74,Swipe Transaction,60569,Denver,CO,80210.0,5300,
8426595,2010-08-24 15:27:00,1671,5785,261.00,Swipe Transaction,39991,Lincoln Park,MI,48146.0,3771,
8428176,2010-08-25 06:07:00,1018,5970,24.90,Swipe Transaction,98374,Palm Coast,FL,32137.0,5411,
8429782,2010-08-25 11:33:00,1615,1147,-87.00,Swipe Transaction,61195,Dearborn Heights,MI,48125.0,5541,
8431411,2010-08-25 17:20:00,1710,1182,52.74,Swipe Transaction,35164,Portage,WI,53901.0,7538,
8432961,2010-08-26 08:03:00,1619,3015,3.13,Swipe Transaction,75936,Scottsdale,AZ,85266.0,5814,
8434570,2010-08-26 13:22:00,1253,2561,13.36,Swipe Transaction,35451,Panama City,FL,32405.0,5812,
8436186,2010-08-26 21:12:00,667,4563,23.78,Swipe Transaction,30055,Greenville,NC,27834.0,7832,
8437746,2010-08-27 10:40:00,362,5474,12.20,Swipe Transaction,87559,Las Vegas,NV,89118.0,5411,
8439363,2010-08-27 16:36:00,951,2032,-63.00,Swipe Transaction,30928,Brockton,MA,2301.0,5541,
8440964,2010-08-28 07:57:00,1579,3830,5.86,Swipe Transaction,75936,Tampa,FL,33617.0,5814,
8442578,2010-08-28 14:37:00,20,3895,3.77,Swipe Transaction,94360,Venus,TX,76084.0,7210,
8444155,2010-08-29 00:06:00,287,4118,11.37,Swipe Transaction,13523,La Porte,TX,77571.0,5310,
8445767,2010-08-29 10:49:00,676,1250,-179.00,Swipe Transaction,7777,Tarawa Terrace,NC,28543.0,3684,
8447312,2010-08-29 16:06:00,1736,113,57.56,Swipe Transaction,59935,Seattle,WA,98121.0,5499,
8448875,2010-08-30 07:11:00,795,5162,3.10,Swipe Transaction,40682,Dallas,TX,75206.0,5812,
8450507,2010-08-30 12:27:00,60,2799,58.62,Swipe Transaction,11468,Spencerport,NY,14559.0,5970,
8452108,2010-08-30 19:13:00,1677,4969,46.21,Swipe Transaction,78454,Henderson,NV,89011.0,5812,
8453714,2010-08-31 09:00:00,1299,3913,1.34,Swipe Transaction,17493,Kanab,UT,84741.0,5812,
8455337,2010-08-31 14:36:00,1393,3018,28.44,Swipe Transaction,14800,David City,NE,68632.0,5300,
8456905,2010-09-01 01:50:00,811,2079,50.95,Online Transaction,81759,ONLINE,,,7349,
8458511,2010-09-01 11:03:00,1234,22,13.55,Swipe Transaction,36472,Louise,TX,77455.0,5411,
8460133,2010-09-01 17:01:00,697,3074,38.84,Online Transaction,39021,ONLINE,,,4784,
8461712,2010-09-02 07:36:00,641,4718,9.26,Swipe Transaction,82268,Columbus,OH,43228.0,5411,
8463314,2010-09-02 12:56:00,828,4235,12.26,Swipe Transaction,50867,San Antonio,TX,78217.0,5541,
8464903,2010-09-02 19:40:00,1888,1017,73.00,Swipe Transaction,59935,Rochester,MN,55902.0,5499,Insufficient Balance
8466468,2010-09-03 09:55:00,1504,5373,24.52,Swipe Transaction,46284,Lubbock,TX,79414.0,5411,
8468056,2010-09-03 16:05:00,1448,4685,34.79,Online Transaction,39021,ONLINE,,,4784,Insufficient Balance
8469634,2010-09-04 07:12:00,218,167,8.25,Swipe Transaction,38846,Union City,NJ,7087.0,5300,
8471267,2010-09-04 13:43:00,972,4337,-95.00,Swipe Transaction,22204,El Paso,TX,79912.0,5541,
8472863,2010-09-04 21:57:00,822,5385,20.84,Swipe Transaction,32606,Roxbury,MA,2119.0,7832,
8474480,2010-09-05 10:30:00,291,3221,55.32,Online Transaction,39021,ONLINE,,,4784,
8476072,2010-09-05 16:06:00,1406,3883,37.69,Swipe Transaction,59729,Tulsa,OK,74110.0,7995,
8477646,2010-09-06 06:39:00,1177,3030,4.87,Swipe Transaction,15960,Newark,DE,19711.0,5411,
8479262,2010-09-06 12:11:00,933,4997,22.09,Swipe Transaction,30286,Grant Park,IL,60940.0,4814,
8480873,2010-09-06 18:13:00,229,5942,68.35,Swipe Transaction,43293,Solon,IA,52333.0,5499,
8482444,2010-09-07 08:25:00,1596,2637,9.12,Swipe Transaction,75781,North Hills,CA,91343.0,5411,
8484059,2010-09-07 13:55:00,782,4169,17.19,Swipe Transaction,46363,Dallas,TX,75253.0,5813,
8485654,2010-09-07 21:54:00,944,2828,199.88,Swipe Transaction,35451,Rancho Palos Verdes,CA,90275.0,5812,
8487273,2010-09-08 10:17:00,658,199,30.87,Online Transaction,39021,ONLINE,,,4784,
8488878,2010-09-08 15:52:00,1992,1132,36.50,Swipe Transaction,60569,Poplar Bluff,MO,63901.0,5300,
8490495,2010-09-09 06:47:00,1314,1081,3.42,Swipe Transaction,59935,New Braunfels,TX,78130.0,5499,
8492134,2010-09-09 12:19:00,1852,28,42.19,Swipe Transaction,66915,Chandler,AZ,85226.0,7230,
8493735,2010-09-09 18:32:00,1117,1162,14.50,Swipe Transaction,16289,Wilmington,DE,19803.0,5813,
8495309,2010-09-10 09:21:00,1629,4290,27.98,Online Transaction,50404,ONLINE,,,4784,
8496904,2010-09-10 15:33:00,1303,4226,88.78,Swipe Transaction,1736,Strongsville,OH,44149.0,5621,
8498477,2010-09-11 06:23:00,1405,4754,64.61,Swipe Transaction,48439,Grand Forks,ND,58201.0,5912,
8500084,2010-09-11 12:56:00,494,3273,36.19,Swipe Transaction,74940,Laurel,MD,20708.0,5411,
8501663,2010-09-11 19:57:00,733,2529,81.92,Swipe Transaction,25887,Woodway,TX,76712.0,5814,
8503298,2010-09-12 09:16:00,1024,4241,4.01,Swipe Transaction,69972,Andover,KS,67002.0,5814,
8504947,2010-09-12 14:54:00,918,2175,26.62,Swipe Transaction,32858,Mc Kean,PA,16426.0,5311,
8506555,2010-09-13 04:19:00,1439,235,56.24,Swipe Transaction,94625,Sweetwater,TN,37874.0,5661,
8508157,2010-09-13 11:08:00,1114,4246,7.54,Swipe Transaction,76226,Bloomfield,IN,47424.0,5812,
8509769,2010-09-13 16:36:00,1981,4,42.92,Swipe Transaction,86410,Estero,FL,33928.0,5211,
8511363,2010-09-14 07:28:00,980,5052,1.37,Swipe Transaction,63765,Gwynn Oak,MD,21207.0,5812,
8512997,2010-09-14 12:57:00,557,5570,-55.00,Swipe Transaction,61195,Inglewood,CA,90303.0,5541,
8514582,2010-09-14 20:10:00,1542,2906,55.31,Swipe Transaction,75170,Saint John's,Antigua and Barbuda,,5812,
8516179,2010-09-15 09:11:00,1525,4726,67.71,Swipe Transaction,41260,Harvey,LA,70058.0,5541,
8517837,2010-09-15 14:48:00,1357,4611,36.89,Swipe Transaction,31893,Tacoma,WA,98406.0,5311,
8519420,2010-09-16 02:36:00,1300,5754,16.15,Swipe Transaction,11468,Fort Polk,LA,71459.0,5970,
8521055,2010-09-16 11:18:00,1258,1105,12.17,Swipe Transaction,2843,Mira Loma,CA,91752.0,5812,
8522637,2010-09-16 16:37:00,1138,2122,28.25,Swipe Transaction,68671,Oneonta,AL,35121.0,5541,
8524235,2010-09-17 07:52:00,395,3950,8.67,Swipe Transaction,20519,Arlington,TX,76010.0,5942,
8525860,2010-09-17 14:09:00,1229,5547,63.79,Swipe Transaction,86616,Rowland,NC,28383.0,4814,
8527432,2010-09-17 22:25:00,1603,2138,22.20,Swipe Transaction,59397,Malad City,ID,83252.0,5812,
8529048,2010-09-18 11:23:00,1238,1195,193.76,Swipe Transaction,60569,Alexandria,VA,22309.0,5300,
8530629,2010-09-18 17:12:00,1466,5884,7.58,Swipe Transaction,19143,Seaford,DE,19973.0,5411,
8532213,2010-09-19 07:27:00,487,2024,50.32,Online Transaction,39021,ONLINE,,,4784,
8533857,2010-09-19 12:43:00,1413,4673,10.15,Swipe Transaction,22204,Washington,IN,47501.0,5541,
8535451,2010-09-19 19:20:00,1024,1006,100.00,Swipe Transaction,27092,Clearwater,KS,67026.0,4829,
8537035,2010-09-20 09:12:00,1528,3752,80.00,Swipe Transaction,27092,Shreveport,LA,71108.0,4829,
8538621,2010-09-20 14:44:00,1127,3869,69.04,Swipe Transaction,99370,Naples,FL,34104.0,5311,
8540238,2010-09-21 02:50:00,870,1039,77.04,Swipe Transaction,75273,Waldorf,MD,20603.0,4900,
8541858,2010-09-21 11:13:00,1234,22,15.26,Swipe Transaction,87625,Minneapolis,MN,55426.0,5812,
8543457,2010-09-21 16:40:00,1992,1132,0.49,Swipe Transaction,14528,Poplar Bluff,MO,63901.0,5499,
8545038,2010-09-22 07:42:00,561,4575,-77.00,Swipe Transaction,22204,Burlington,IA,52601.0,5541,
8546664,2010-09-22 13:14:00,491,3236,-64.00,Swipe Transaction,59935,Greenville,SC,29611.0,5499,
8548268,2010-09-22 21:13:00,734,1252,5.15,Swipe Transaction,88699,Buffalo,NY,14211.0,5921,
8549859,2010-09-23 09:45:00,1882,5882,3.24,Swipe Transaction,20884,Union City,CA,94587.0,5812,
8551447,2010-09-23 15:02:00,1910,3288,32.13,Swipe Transaction,20519,Bradenton,FL,34203.0,5942,
8553042,2010-09-24 06:08:00,1937,3,84.41,Swipe Transaction,61195,O Fallon,MO,63366.0,5541,
8554667,2010-09-24 13:07:00,1103,4984,43.27,Swipe Transaction,42381,Fernwood,ID,83830.0,5300,
8556261,2010-09-24 20:48:00,1979,2812,22.88,Swipe Transaction,19756,California,MD,20619.0,7832,
8557855,2010-09-25 10:34:00,1642,3506,133.15,Swipe Transaction,43609,Hayward,CA,94541.0,7011,
8559426,2010-09-25 16:28:00,1138,2122,22.28,Swipe Transaction,57914,Odenville,AL,35120.0,5300,
8560999,2010-09-26 07:03:00,552,3275,69.00,Swipe Transaction,26810,Gainesville,FL,32608.0,5541,
8562592,2010-09-26 12:20:00,947,5534,16.54,Swipe Transaction,46284,Brooklyn,NY,11234.0,5411,
8564199,2010-09-26 19:08:00,488,5413,45.80,Swipe Transaction,42638,Gregory,TX,78359.0,5812,
8565775,2010-09-27 08:30:00,416,180,49.80,Swipe Transaction,36934,Nashville,TN,37211.0,7538,
8567358,2010-09-27 14:06:00,1985,2834,15.16,Swipe Transaction,61195,Alpharetta,GA,30022.0,5541,
8568981,2010-09-28 00:42:00,28,2568,27.40,Swipe Transaction,25435,Pine Grove,CA,95665.0,5813,
8570588,2010-09-28 10:51:00,1198,2804,2.69,Swipe Transaction,36628,Gonzales,TX,78629.0,5411,
8572210,2010-09-28 16:07:00,349,2520,1.06,Swipe Transaction,86438,Orrville,OH,44667.0,5499,
8573782,2010-09-29 06:53:00,141,2952,47.70,Online Transaction,51397,ONLINE,,,5651,
8575386,2010-09-29 12:11:00,502,2018,0.40,Swipe Transaction,14528,Rural Valley,PA,16249.0,5499,
8577002,2010-09-29 18:43:00,408,4785,42.35,Swipe Transaction,12014,Barron,WI,54812.0,5814,
8578584,2010-09-30 08:24:00,1746,3687,63.00,Swipe Transaction,22204,Little Neck,NY,11363.0,5541,
8580190,2010-09-30 13:54:00,1727,5982,40.04,Swipe Transaction,59935,Columbia,SC,29229.0,5499,
8581759,2010-09-30 22:29:00,467,3914,53.17,Swipe Transaction,58989,Chattanooga,TN,37415.0,5411,
8583373,2010-10-01 11:36:00,1081,3892,45.24,Swipe Transaction,22204,Aurora,CO,80013.0,5541,
8584983,2010-10-01 18:36:00,433,3868,43.02,Swipe Transaction,87625,Riverton,IL,62561.0,5812,
8586544,2010-10-02 08:50:00,1398,200,0.97,Swipe Transaction,35451,Passaic,NJ,7055.0,5812,
8588156,2010-10-02 14:58:00,16,4093,25.31,Online Transaction,16798,ONLINE,,,4121,
8589728,2010-10-03 02:53:00,211,3739,172.58,Swipe Transaction,94367,Lake Havasu City,AZ,86404.0,4900,
8591337,2010-10-03 11:12:00,1654,4276,74.90,Swipe Transaction,86959,Warwick,RI,2886.0,5311,
8592932,2010-10-03 16:42:00,1843,5834,55.49,Online Transaction,88459,ONLINE,,,5311,
8594491,2010-10-04 07:27:00,793,4234,56.06,Swipe Transaction,32858,Fort Lauderdale,FL,33309.0,5311,
8596122,2010-10-04 12:49:00,1692,3646,-55.00,Swipe Transaction,22204,Katonah,NY,10536.0,5541,
8597751,2010-10-04 20:56:00,441,5223,46.28,Swipe Transaction,72515,Winston,GA,30187.0,5814,
8599370,2010-10-05 09:57:00,1,4652,106.83,Swipe Transaction,46931,Pensacola,FL,32504.0,5411,Insufficient Balance
8600985,2010-10-05 15:31:00,1971,3293,8.95,Swipe Transaction,61195,Oswego,NY,13126.0,5541,
8602561,2010-10-06 06:18:00,415,3871,3.10,Swipe Transaction,22204,Washington Court House,OH,43160.0,5541,
8604206,2010-10-06 11:56:00,1692,5371,-71.00,Swipe Transaction,22204,Katonah,NY,10536.0,5541,
8605790,2010-10-06 17:46:00,45,5009,2.30,Online Transaction,16798,ONLINE,,,4121,
8607387,2010-10-07 08:06:00,235,5126,90.00,Swipe Transaction,59935,New York,NY,10025.0,5499,
8609016,2010-10-07 13:19:00,285,2156,65.55,Swipe Transaction,28027,Watsonville,CA,95076.0,8043,
8610610,2010-10-07 20:44:00,1039,5004,30.98,Swipe Transaction,34584,Los Angeles,CA,90033.0,5812,
8612196,2010-10-08 10:39:00,421,5560,8.74,Swipe Transaction,44919,Cedar Rapids,IA,52405.0,5814,
8613827,2010-10-08 17:20:00,285,5747,120.00,Swipe Transaction,27092,San Jose,CA,95111.0,4829,
8615407,2010-10-09 08:14:00,319,248,71.18,Swipe Transaction,35652,Fresno,CA,93727.0,5300,
8617016,2010-10-09 14:24:00,1315,5434,82.67,Swipe Transaction,93511,Iuka,IL,62849.0,5912,
8618626,2010-10-09 22:57:00,476,1070,24.18,Swipe Transaction,91526,Zion Grove,PA,17985.0,5812,
8620229,2010-10-10 10:35:00,44,2932,53.81,Swipe Transaction,43293,Reedsport,OR,97467.0,5499,
8621826,2010-10-10 15:58:00,1858,2146,60.00,Swipe Transaction,26810,Pacoima,CA,91331.0,5541,
8623408,2010-10-11 06:47:00,1873,4110,10.03,Swipe Transaction,18050,El Paso,TX,79902.0,5411,
8625023,2010-10-11 12:02:00,1176,5003,160.00,Swipe Transaction,27092,Terre Haute,IN,47803.0,4829,
8626655,2010-10-11 18:16:00,1461,4535,20.70,Swipe Transaction,81466,Brunswick,OH,44212.0,5310,
8628231,2010-10-12 08:36:00,1874,5789,12.94,Swipe Transaction,60569,Miami,FL,33176.0,5300,
8629876,2010-10-12 14:16:00,398,2012,39.70,Swipe Transaction,88317,Virginia Beach,VA,23462.0,5813,
8631446,2010-10-12 23:36:00,234,2052,60.00,Swipe Transaction,27092,Dallas,TX,75208.0,4829,
8633074,2010-10-13 10:45:00,814,4536,4.13,Swipe Transaction,22204,Palm Bay,FL,32907.0,5541,
8634705,2010-10-13 16:22:00,1963,4565,14.35,Swipe Transaction,88852,Vacaville,CA,95687.0,4121,
8636295,2010-10-14 07:12:00,641,5151,14.91,Swipe Transaction,50867,Columbus,OH,43228.0,5541,
8637918,2010-10-14 12:38:00,1617,157,12.88,Swipe Transaction,85299,Columbia,MD,21044.0,5411,
8639529,2010-10-14 19:01:00,1919,1215,34.54,Swipe Transaction,13646,East Moriches,NY,11940.0,7538,
8641099,2010-10-15 09:58:00,1888,1017,53.00,Swipe Transaction,26810,Farmington,MN,55024.0,5541,
8642701,2010-10-15 16:04:00,1285,5172,14.87,Swipe Transaction,13417,Annandale,VA,22003.0,5947,
8644301,2010-10-16 07:03:00,141,2952,41.08,Swipe Transaction,34490,Boerne,TX,78015.0,5719,
8645941,2010-10-16 13:35:00,1246,5812,0.49,Swipe Transaction,61187,Eight Mile,AL,36613.0,5921,
8647542,2010-10-16 21:49:00,252,5024,20.00,Swipe Transaction,27092,Crestline,OH,44827.0,4829,
8649142,2010-10-17 09:53:00,1964,2508,1.38,Swipe Transaction,50783,Coats,NC,27521.0,5411,
8650764,2010-10-17 15:42:00,846,3443,14.67,Swipe Transaction,68069,Omaha,NE,68136.0,5912,
